id,text_len,summary_len
train_3311,940,186
train_3312,763,209
train_3313,648,125
train_3314,981,166
train_3315,611,147
train_3316,733,174
train_3317,815,160
train_3318,544,118
train_3319,1180,165
train_3320,646,142
train_3321,510,89
train_3322,251,79
train_3323,521,90
train_3324,1411,181
train_3325,1746,249
train_3326,336,71
train_3327,317,49
train_3328,443,79
train_3329,721,130
train_3330,805,181
train_3331,1564,178
train_3332,1190,188
train_3333,563,113
train_3334,1084,130
train_3335,270,72
train_3336,544,91
train_3337,345,63
train_3338,919,93
train_3339,825,149
train_3340,613,106
train_3341,815,106
train_3342,671,140
train_3343,545,92
train_3344,1385,211
train_3345,419,95
train_3346,856,148
train_3347,1020,187
train_3348,1093,204
train_3349,1070,192
train_3350,731,149
train_3351,487,92
train_3352,1559,174
train_3353,839,165
train_3354,1201,155
train_3355,895,115
train_3356,417,78
train_3357,1467,152
train_3358,1022,136
train_3359,579,152
train_3360,974,157
train_3361,579,132
train_3362,919,149
train_3363,1047,206
train_3364,778,149
train_3365,709,176
train_3366,982,171
train_3367,573,128
train_3368,1568,294
train_3369,339,85
train_3370,438,63
train_3371,941,180
train_3372,628,163
train_3373,320,86
train_3374,631,116
train_3375,500,108
train_3376,998,212
train_3377,660,147
train_3378,1857,223
train_3379,424,128
train_3380,377,49
train_3381,667,189
train_3382,333,79
train_3383,831,153
train_3384,900,207
train_3385,538,64
train_3386,576,111
train_3387,609,90
train_3388,253,56
train_3389,888,157
train_3390,225,99
train_3391,298,93
train_3392,521,92
train_3393,428,60
train_3394,222,60
train_3395,607,147
train_3396,695,140
train_3397,904,196
train_3398,509,104
train_3399,1164,225
train_3400,591,123
train_3401,657,125
train_3402,1319,249
train_3403,226,60
train_3404,512,97
train_3405,520,113
train_3406,478,72
train_3407,757,144
train_3408,724,168
train_3409,696,114
train_3410,932,184
train_3411,816,144
train_3412,1377,328
train_3413,878,194
train_3414,322,87
train_3415,639,126
train_3416,339,109
train_3417,1949,309
train_3418,1133,180
train_3419,956,124
train_3420,1017,99
train_3421,942,152
train_3422,529,128
train_3423,413,94
train_3424,532,116
train_3425,1119,228
train_3426,590,88
train_3427,759,162
train_3428,432,105
train_3429,444,144
train_3430,1069,167
train_3431,1077,143
train_3432,300,77
train_3433,416,115
train_3434,718,94
train_3435,1317,240
train_3436,1003,183
train_3437,993,181
train_3438,509,115
train_3439,346,101
train_3440,2131,241
train_3441,915,194
train_3442,706,74
train_3443,1246,247
train_3444,763,119
train_3445,559,132
train_3446,335,108
train_3447,634,87
train_3448,964,159
train_3449,1251,139
train_3450,381,145
train_3451,1353,210
train_3452,246,93
train_3453,344,76
train_3454,642,72
train_3455,770,123
train_3456,456,176
train_3457,1172,120
train_3458,767,141
train_3459,365,84
train_3460,725,101
train_3461,709,118
train_3462,457,155
train_3463,680,160
train_3464,357,105
train_3465,566,130
train_3466,636,140
train_3467,464,134
train_3468,295,77
train_3469,680,135
train_3470,758,100
train_3471,542,71
train_3472,541,70
train_3473,721,107
train_3474,642,150
train_3475,505,95
train_3476,710,79
train_3477,1566,178
train_3478,643,93
train_3479,522,92
train_3480,785,145
train_3481,1310,217
train_3482,524,115
train_3483,1128,97
train_3484,246,93
train_3485,310,104
train_3486,1016,157
train_3487,459,55
train_3488,600,98
train_3489,519,99
train_3490,657,152
train_3491,288,101
train_3492,953,172
train_3493,609,179
train_3494,306,128
train_3495,259,116
train_3496,863,134
train_3497,626,133
train_3498,1105,218
train_3499,779,108
train_3500,537,145
train_3501,1093,182
train_3502,983,130
train_3503,1217,124
train_3504,983,98
train_3505,745,58
train_3506,758,150
train_3507,830,162
train_3508,560,95
train_3509,991,120
train_3510,1160,102
train_3511,413,98
train_3512,851,141
train_3513,601,126
train_3514,508,115
train_3515,337,86
train_3516,479,83
train_3517,579,126
train_3518,636,68
train_3519,920,193
train_3520,990,194
train_3521,1235,203
train_3522,762,142
train_3523,892,140
train_3524,262,55
train_3525,496,120
train_3526,837,219
train_3527,297,88
train_3528,426,85
train_3529,989,175
train_3530,604,85
train_3531,486,98
train_3532,457,81
train_3533,729,133
train_3534,343,66
train_3535,418,87
train_3536,536,119
train_3537,1502,229
train_3538,425,119
train_3539,598,100
train_3540,1234,207
train_3541,326,94
train_3542,888,125
train_3543,2517,334
train_3544,599,175
train_3545,523,125
train_3546,3088,282
train_3547,1385,263
train_3548,602,127
train_3549,801,145
train_3550,1257,238
train_3551,764,152
train_3552,588,105
train_3553,794,167
train_3554,844,208
train_3555,991,144
train_3556,945,135
train_3557,577,119
train_3558,936,121
train_3559,970,214
train_3560,642,133
train_3561,633,179
train_3562,446,159
train_3563,713,102
train_3564,842,174
train_3565,921,120
train_3566,1057,140
train_3567,437,84
train_3568,309,94
train_3569,745,160
train_3570,449,93
train_3571,669,93
train_3572,495,73
train_3573,1170,165
train_3574,216,54
train_3575,472,66
train_3576,519,103
train_3577,713,120
train_3578,723,140
train_3579,1178,104
train_3580,808,152
train_3581,445,144
train_3582,918,100
train_3583,1543,182
train_3584,688,178
train_3585,743,133
train_3586,458,123
train_3587,1103,136
train_3588,356,132
train_3589,971,176
train_3590,550,142
train_3591,1364,203
train_3592,491,92
train_3593,368,111
train_3594,255,89
train_3595,1342,227
train_3596,416,105
train_3597,1282,191
train_3598,1158,146
train_3599,569,139
train_3600,1010,132
train_3601,747,130
train_3602,565,160
train_3603,759,152
train_3604,638,141
train_3605,671,127
train_3606,900,179
train_3607,771,171
train_3608,438,76
train_3609,841,151
train_3610,404,86
train_3611,447,118
train_3612,738,117
train_3613,901,160
train_3614,452,102
train_3615,838,136
train_3616,976,192
train_3617,1242,219
train_3618,924,180
train_3619,994,192
train_3620,336,53
train_3621,520,79
train_3622,638,120
train_3623,490,84
train_3624,649,137
train_3625,634,153
train_3626,671,106
train_3627,660,167
train_3628,525,128
train_3629,2366,405
train_3630,806,184
train_3631,459,76
train_3632,306,69
train_3633,836,144
train_3634,1189,230
train_3635,683,126
train_3636,552,100
train_3637,233,48
train_3638,441,79
train_3639,1093,184
train_3640,477,75
train_3641,913,191
train_3642,540,105
train_3643,1022,174
train_3644,676,119
train_3645,991,190
train_3646,707,125
train_3647,783,154
train_3648,663,135
train_3649,568,88
train_3650,1028,185
train_3651,659,130
train_3652,1121,170
train_3653,701,181
train_3654,280,46
train_3655,463,99
train_3656,616,138
train_3657,532,101
train_3658,1453,311
train_3659,342,52
train_3660,446,76
train_3661,1007,184
train_3662,244,72
train_3663,629,126
train_3664,471,87
train_3665,1200,135
train_3666,586,99
train_3667,422,87
train_3668,809,193
train_3669,840,146
train_3670,572,123
train_3671,708,155
train_3672,482,101
train_3673,603,95
train_3674,243,51
train_3675,765,154
train_3676,514,86
train_3677,476,79
train_3678,1411,290
train_3679,722,158
train_3680,309,74
train_3681,877,150
train_3682,439,104
train_3683,607,105
train_3684,869,129
train_3685,2788,534
train_3686,937,186
train_3687,1074,187
train_3688,515,121
train_3689,552,97
train_3690,1114,183
train_3691,560,109
train_3692,741,119
train_3693,1384,244
train_3694,264,96
train_3695,1127,237
train_3696,1364,306
train_3697,813,129
train_3698,1250,237
train_3699,625,126
train_3700,653,108
train_3701,539,75
train_3702,707,93
train_3703,2143,198
train_3704,537,86
train_3705,1125,145
train_3706,469,160
train_3707,616,105
train_3708,1153,161
train_3709,490,117
train_3710,858,201
train_3711,260,68
train_3712,878,155
train_3713,461,114
train_3714,475,51
train_3715,370,159
train_3716,632,99
train_3717,284,65
train_3718,832,77
train_3719,314,91
train_3720,456,127
train_3721,1442,283
train_3722,399,102
train_3723,326,65
train_3724,431,104
train_3725,383,64
train_3726,495,105
train_3727,593,115
train_3728,719,149
train_3729,534,104
train_3730,391,140
train_3731,549,113
train_3732,1078,185
train_3733,695,96
train_3734,379,56
train_3735,642,174
train_3736,343,121
train_3737,537,119
train_3738,391,71
train_3739,721,125
train_3740,572,121
train_3741,878,108
train_3742,598,66
train_3743,397,113
train_3744,1498,194
train_3745,788,135
train_3746,762,137
train_3747,924,182
train_3748,914,216
train_3749,496,114
train_3750,587,181
train_3751,980,199
train_3752,718,153
train_3753,486,97
train_3754,1362,252
train_3755,826,137
train_3756,1017,242
train_3757,461,124
train_3758,1130,184
train_3759,1169,328
train_3760,388,119
train_3761,366,87
train_3762,780,139
train_3763,386,90
train_3764,1578,293
train_3765,472,78
train_3766,1026,220
train_3767,442,87
train_3768,675,129
train_3769,680,126
train_3770,466,94
train_3771,488,133
train_3772,909,125
train_3773,226,47
train_3774,1088,188
train_3775,656,135
train_3776,447,111
train_3777,725,142
train_3778,738,173
train_3779,788,191
train_3780,744,199
train_3781,474,136
train_3782,751,164
train_3783,650,89
train_3784,691,131
train_3785,462,140
train_3786,849,126
train_3787,299,90
train_3788,814,236
train_3789,1161,199
train_3790,792,160
train_3791,1160,231
train_3792,909,197
train_3793,855,170
train_3794,870,201
train_3795,705,111
train_3796,954,119
train_3797,595,83
train_3798,610,124
train_3799,500,81
train_3800,482,125
train_3801,325,62
train_3802,963,174
train_3803,1424,219
train_3804,1220,219
train_3805,347,82
train_3806,938,142
train_3807,923,151
train_3808,990,193
train_3809,632,68
train_3810,1545,187
train_3811,432,82
train_3812,279,79
train_3813,778,197
train_3814,886,235
train_3815,304,53
train_3816,1540,330
train_3817,629,134
train_3818,436,89
train_3819,334,90
train_3820,573,143
train_3821,798,166
train_3822,294,80
train_3823,512,82
train_3824,585,103
train_3825,228,98
train_3826,586,123
train_3827,939,101
train_3828,525,115
train_3829,1178,181
train_3830,445,110
train_3831,1108,195
train_3832,1201,273
train_3833,1246,194
train_3834,885,142
train_3835,504,129
train_3836,781,170
train_3837,820,111
train_3838,1035,264
train_3839,998,132
train_3840,501,93
train_3841,293,101
train_3842,532,77
train_3843,511,111
train_3844,531,132
train_3845,728,119
train_3846,484,107
train_3847,1016,191
train_3848,719,128
train_3849,1022,185
train_3850,544,126
train_3851,372,103
train_3852,307,86
train_3853,638,64
train_3854,576,152
train_3855,737,98
train_3856,385,127
train_3857,955,192
train_3858,671,111
train_3859,480,112
train_3860,432,130
train_3861,556,82
train_3862,262,78
train_3863,630,112
train_3864,632,145
train_3865,753,125
train_3866,440,64
train_3867,829,128
train_3868,361,65
train_3869,351,99
train_3870,519,113
train_3871,712,100
train_3872,2291,363
train_3873,492,112
train_3874,1409,167
train_3875,872,143
train_3876,276,82
train_3877,224,62
train_3878,1396,241
train_3879,278,104
train_3880,925,165
train_3881,927,196
train_3882,260,76
train_3883,297,111
train_3884,627,134
train_3885,698,183
train_3886,477,112
train_3887,992,177
train_3888,645,143
train_3889,538,138
train_3890,1115,209
train_3891,355,76
train_3892,619,115
train_3893,2582,278
train_3894,931,192
train_3895,342,136
train_3896,744,168
train_3897,1367,228
train_3898,717,104
train_3899,1311,227
train_3900,1349,287
train_3901,248,59
train_3902,296,91
train_3903,283,68
train_3904,486,101
train_3905,930,206
train_3906,353,88
train_3907,582,152
train_3908,747,225
train_3909,514,132
train_3910,933,167
train_3911,643,158
train_3912,285,92
train_3913,675,105
train_3914,1095,165
train_3915,1037,147
train_3916,266,62
train_3917,707,168
train_3918,2784,366
train_3919,679,192
train_3920,818,148
train_3921,1036,170
train_3922,595,100
train_3923,298,118
train_3924,414,104
train_3925,510,171
train_3926,355,123
train_3927,1224,214
train_3928,970,184
train_3929,660,124
train_3930,790,208
train_3931,603,157
train_3932,1204,219
train_3933,1042,217
train_3934,539,100
train_3935,832,197
train_3936,854,186
train_3937,624,62
train_3938,1573,221
train_3939,1104,238
train_3940,241,109
train_3941,1278,220
train_3942,579,121
train_3943,631,142
train_3944,772,209
train_3945,555,152
train_3946,473,152
train_3947,626,162
train_3948,395,158
train_3949,712,171
train_3950,950,171
train_3951,1593,255
train_3952,607,141
train_3953,575,117
train_3954,835,137
train_3955,534,92
train_3956,259,114
train_3957,538,82
train_3958,721,119
train_3959,1118,232
train_3960,538,106
train_3961,604,195
train_3962,563,139
train_3963,2517,485
train_3964,382,83
train_3965,494,89
train_3966,1148,177
train_3967,1112,274
train_3968,950,245
train_3969,1487,247
train_3970,1527,268
train_3971,694,161
train_3972,421,127
train_3973,472,100
train_3974,616,126
train_3975,233,72
train_3976,635,148
train_3977,452,107
train_3978,264,122
train_3979,517,89
train_3980,683,188
train_3981,1087,217
train_3982,680,114
train_3983,449,143
train_3984,656,105
train_3985,1399,269
train_3986,1305,215
train_3987,462,71
train_3988,712,135
train_3989,1537,243
train_3990,453,94
train_3991,397,76
train_3992,888,225
train_3993,288,122
train_3994,450,76
train_3995,941,166
train_3996,244,66
train_3997,316,58
train_3998,685,166
train_3999,520,70
train_4000,847,148
train_4001,898,162
train_4002,822,228
train_4003,812,114
train_4004,360,60
train_4005,996,180
train_4006,523,118
train_4007,590,98
train_4008,679,146
train_4009,926,119
train_4010,979,163
train_4011,804,145
train_4012,939,121
train_4013,1091,184
train_4014,227,67
train_4015,1291,184
train_4016,1129,174
train_4017,668,127
train_4018,262,72
train_4019,689,122
train_4020,490,133
train_4021,614,160
train_4022,534,116
train_4023,982,190
train_4024,780,150
train_4025,883,159
train_4026,460,94
train_4027,655,86
train_4028,683,110
train_4029,603,190
train_4030,300,103
train_4031,595,112
train_4032,267,92
train_4033,813,158
train_4034,479,85
train_4035,246,62
train_4036,577,150
train_4037,631,187
train_4038,355,104
train_4039,648,95
train_4040,1128,213
train_4041,904,243
train_4042,595,152
train_4043,663,146
train_4044,924,158
train_4045,524,86
train_4046,601,214
train_4047,1259,81
train_4048,506,172
train_4049,866,94
train_4050,944,107
train_4051,655,143
train_4052,845,160
train_4053,288,101
train_4054,294,62
train_4055,1331,220
train_4056,525,112
train_4057,872,221
train_4058,427,73
train_4059,278,91
train_4060,494,70
train_4061,402,104
train_4062,623,132
train_4063,838,169
train_4064,284,81
train_4065,907,175
train_4066,700,197
train_4067,986,238
train_4068,673,131
train_4069,514,89
train_4070,619,113
train_4071,757,134
train_4072,1579,324
train_4073,773,161
train_4074,764,123
train_4075,653,116
train_4076,603,140
train_4077,892,184
train_4078,495,84
train_4079,1037,193
train_4080,694,183
train_4081,1055,216
train_4082,372,107
train_4083,553,109
train_4084,842,202
train_4085,1155,258
train_4086,1324,261
train_4087,1210,263
train_4088,839,217
train_4089,913,189
train_4090,262,62
train_4091,457,102
train_4092,1124,217
train_4093,809,177
train_4094,772,196
train_4095,1112,214
train_4096,838,208
train_4097,898,170
train_4098,746,129
train_4099,393,100
train_4100,535,129
train_4101,317,86
train_4102,635,155
train_4103,270,97
train_4104,1321,233
train_4105,491,115
train_4106,223,88
train_4107,451,89
train_4108,1013,160
train_4109,460,111
train_4110,868,145
train_4111,483,88
train_4112,759,149
train_4113,758,171
train_4114,914,202
train_4115,374,68
train_4116,749,144
train_4117,830,165
train_4118,880,202
train_4119,677,161
train_4120,599,150
train_4121,564,104
train_4122,539,121
train_4123,524,107
train_4124,1365,268
train_4125,571,119
train_4126,679,105
train_4127,455,101
train_4128,814,136
train_4129,511,87
train_4130,921,139
train_4131,864,138
train_4132,1657,279
train_4133,742,169
train_4134,210,67
train_4135,1177,171
train_4136,481,108
train_4137,535,94
train_4138,830,131
train_4139,1173,187
train_4140,1109,190
train_4141,797,180
train_4142,606,97
train_4143,797,93
train_4144,552,106
train_4145,837,134
train_4146,1480,267
train_4147,659,117
train_4148,749,97
train_4149,476,99
train_4150,494,108
train_4151,325,96
train_4152,1188,138
train_4153,1160,200
train_4154,668,100
train_4155,206,44
train_4156,248,110
train_4157,579,108
train_4158,575,96
train_4159,553,125
train_4160,1198,212
train_4161,514,95
train_4162,1290,197
train_4163,227,80
train_4164,1107,246
train_4165,2304,338
train_4166,1244,170
train_4167,862,106
train_4168,617,167
train_4169,688,139
train_4170,817,163
train_4171,842,153
train_4172,474,91
train_4173,582,129
train_4174,584,118
train_4175,364,94
train_4176,726,168
train_4177,1601,251
train_4178,817,179
train_4179,509,125
train_4180,244,64
train_4181,258,66
train_4182,1098,234
train_4183,425,79
train_4184,271,73
train_4185,568,129
train_4186,823,158
train_4187,419,78
train_4188,582,112
train_4189,1309,270
train_4190,1121,220
train_4191,698,126
train_4192,472,113
train_4193,885,134
train_4194,875,209
train_4195,509,145
train_4196,348,96
train_4197,382,95
train_4198,1150,198
train_4199,1452,286
train_4200,284,79
train_4201,482,120
train_4202,741,125
train_4203,524,106
train_4204,1015,199
train_4205,620,143
train_4206,1524,318
train_4207,894,176
train_4208,734,122
train_4209,988,157
train_4210,761,105
train_4211,286,75
train_4212,448,64
train_4213,575,82
train_4214,413,106
train_4215,694,159
train_4216,1031,181
train_4217,377,77
train_4218,549,73
train_4219,1056,173
train_4220,646,92
train_4221,633,118
train_4222,682,134
train_4223,1093,230
train_4224,438,97
train_4225,845,157
train_4226,653,117
train_4227,773,167
train_4228,468,113
train_4229,797,188
train_4230,1023,185
train_4231,1594,237
train_4232,1398,257
train_4233,1095,175
train_4234,656,127
train_4235,404,98
train_4236,562,150
train_4237,387,125
train_4238,412,81
train_4239,807,195
train_4240,965,179
train_4241,438,70
train_4242,300,80
train_4243,421,103
train_4244,1088,196
train_4245,845,141
train_4246,466,121
train_4247,730,122
train_4248,789,185
train_4249,890,172
train_4250,682,124
train_4251,210,63
train_4252,748,168
train_4253,232,85
train_4254,808,180
train_4255,472,123
train_4256,771,154
train_4257,880,158
train_4258,312,75
train_4259,641,127
train_4260,655,129
train_4261,1031,194
train_4262,874,154
train_4263,473,109
train_4264,505,94
train_4265,709,125
train_4266,801,161
train_4267,772,132
train_4268,1269,269
train_4269,612,122
train_4270,253,59
train_4271,1066,170
train_4272,1022,203
train_4273,251,36
train_4274,254,106
train_4275,762,148
train_4276,725,152
train_4277,1033,178
train_4278,523,87
train_4279,534,87
train_4280,1244,246
train_4281,313,86
train_4282,1093,225
train_4283,1030,202
train_4284,525,107
train_4285,240,60
train_4286,254,77
train_4287,430,62
train_4288,431,87
train_4289,1194,196
train_4290,1082,244
train_4291,304,65
train_4292,1322,257
train_4293,524,103
train_4294,317,72
train_4295,693,130
train_4296,667,127
train_4297,787,170
train_4298,1082,233
train_4299,595,129
train_4300,824,197
train_4301,260,90
train_4302,749,130
train_4303,265,59
train_4304,1633,332
train_4305,262,59
train_4306,906,201
train_4307,780,154
train_4308,258,76
train_4309,1516,259
train_4310,387,83
train_4311,557,107
train_4312,716,147
train_4313,468,86
train_4314,482,105
train_4315,691,173
train_4316,679,147
train_4317,1068,205
train_4318,953,131
train_4319,303,55
train_4320,609,87
train_4321,1090,201
train_4322,623,99
train_4323,537,127
train_4324,391,77
train_4325,597,93
train_4326,475,94
train_4327,254,56
train_4328,884,169
train_4329,360,58
train_4330,689,180
train_4331,823,204
train_4332,506,54
train_4333,238,71
train_4334,871,193
train_4335,465,95
train_4336,1109,255
train_4337,1260,216
train_4338,1013,194
train_4339,527,104
train_4340,737,122
train_4341,674,146
train_4342,360,92
train_4343,604,125
train_4344,1152,242
train_4345,244,56
train_4346,2961,277
train_4347,320,73
train_4348,1638,162
train_4349,814,152
train_4350,536,78
train_4351,462,68
train_4352,657,86
train_4353,816,206
train_4354,633,83
train_4355,1559,212
train_4356,1056,206
train_4357,615,125
train_4358,328,100
train_4359,589,125
train_4360,255,73
train_4361,570,98
train_4362,644,127
train_4363,1104,223
train_4364,1162,255
train_4365,715,194
train_4366,317,107
train_4367,1387,273
train_4368,513,134
train_4369,463,115
train_4370,970,168
train_4371,960,164
train_4372,493,76
train_4373,927,201
train_4374,609,70
train_4375,244,93
train_4376,249,92
train_4377,610,135
train_4378,702,145
train_4379,363,109
train_4380,1136,206
train_4381,504,150
train_4382,612,96
train_4383,538,133
train_4384,930,171
train_4385,1225,264
train_4386,1601,268
train_4387,383,43
train_4388,1656,248
train_4389,618,132
train_4390,323,87
train_4391,1881,252
train_4392,390,107
train_4393,526,139
train_4394,605,159
train_4395,679,117
train_4396,1500,243
train_4397,282,96
train_4398,719,147
train_4399,463,151
train_4400,229,67
train_4401,481,138
train_4402,576,114
train_4403,243,71
train_4404,520,126
train_4405,930,150
train_4406,1129,198
train_4407,782,165
train_4408,1102,147
train_4409,561,136
train_4410,433,100
train_4411,816,153
train_4412,990,158
train_4413,592,111
train_4414,643,125
train_4415,714,197
train_4416,451,141
train_4417,697,96
train_4418,495,110
train_4419,436,128
train_4420,242,77
train_4421,539,90
train_4422,449,89
train_4423,487,137
train_4424,1144,200
train_4425,499,73
train_4426,593,156
train_4427,240,52
train_4428,1056,169
train_4429,909,117
train_4430,586,130
train_4431,984,156
train_4432,523,94
train_4433,1097,143
train_4434,481,93
train_4435,556,106
train_4436,1357,218
train_4437,1790,318
train_4438,611,95
train_4439,671,61
train_4440,275,95
train_4441,624,102
train_4442,1650,282
train_4443,2731,344
train_4444,668,140
train_4445,638,170
train_4446,997,176
train_4447,682,126
train_4448,530,126
train_4449,763,168
train_4450,1194,289
train_4451,545,93
train_4452,948,149
train_4453,922,172
train_4454,517,126
train_4455,589,193
train_4456,706,136
train_4457,496,85
train_4458,614,164
train_4459,1062,194
train_4460,542,140
train_4461,1071,216
train_4462,1097,196
train_4463,584,98
train_4464,665,107
train_4465,585,96
train_4466,742,137
train_4467,265,48
train_4468,266,93
train_4469,253,50
train_4470,1356,259
train_4471,246,49
train_4472,533,105
train_4473,446,73
train_4474,511,73
train_4475,579,125
train_4476,2027,324
train_4477,1554,312
train_4478,269,37
train_4479,1082,129
train_4480,468,93
train_4481,315,62
train_4482,402,81
train_4483,399,98
train_4484,750,150
train_4485,311,66
train_4486,795,145
train_4487,431,88
train_4488,488,96
train_4489,1166,233
train_4490,1328,261
train_4491,361,48
train_4492,1736,321
train_4493,1144,180
train_4494,263,69
train_4495,311,76
train_4496,473,69
train_4497,1007,174
train_4498,1200,177
train_4499,569,136
train_4500,547,105
train_4501,472,94
train_4502,1558,261
train_4503,749,184
train_4504,1077,180
train_4505,510,82
train_4506,558,108
train_4507,919,171
train_4508,709,147
train_4509,417,84
train_4510,700,139
train_4511,880,159
train_4512,370,101
train_4513,303,84
train_4514,523,114
train_4515,861,167
train_4516,268,94
train_4517,1686,200
train_4518,734,104
train_4519,1625,286
train_4520,373,132
train_4521,319,72
train_4522,720,172
train_4523,261,112
train_4524,779,199
train_4525,602,165
train_4526,844,130
train_4527,671,125
train_4528,598,151
train_4529,248,77
train_4530,290,42
train_4531,579,170
train_4532,556,116
train_4533,1347,223
train_4534,839,164
train_4535,1756,344
train_4536,485,87
train_4537,437,71
train_4538,797,89
train_4539,1484,181
train_4540,428,86
train_4541,1138,194
train_4542,664,155
train_4543,281,45
train_4544,684,147
train_4545,305,78
train_4546,523,93
train_4547,330,80
train_4548,491,96
train_4549,723,122
train_4550,1019,116
train_4551,624,73
train_4552,795,159
train_4553,1155,140
train_4554,990,164
train_4555,870,204
train_4556,691,103
train_4557,954,148
train_4558,692,158
train_4559,851,106
train_4560,715,119
train_4561,717,152
train_4562,605,112
train_4563,958,154
train_4564,451,94
train_4565,522,116
train_4566,610,102
train_4567,352,76
train_4568,243,89
train_4569,625,143
train_4570,886,147
train_4571,1627,307
train_4572,525,137
train_4573,804,118
train_4574,701,90
train_4575,1211,209
train_4576,252,51
train_4577,1273,198
train_4578,272,63
train_4579,996,180
train_4580,1142,165
train_4581,467,107
train_4582,517,104
train_4583,996,210
train_4584,672,113
train_4585,464,113
train_4586,632,136
train_4587,835,131
train_4588,1031,168
train_4589,925,150
train_4590,294,102
train_4591,1320,255
train_4592,535,114
train_4593,1512,250
train_4594,416,80
train_4595,741,180
train_4596,888,118
train_4597,2766,422
train_4598,1111,150
train_4599,846,142
train_4600,613,89
train_4601,953,229
train_4602,901,171
train_4603,482,106
train_4604,809,117
train_4605,445,70
train_4606,387,120
train_4607,565,106
train_4608,1216,180
train_4609,608,127
train_4610,680,83
train_4611,895,178
train_4612,999,207
train_4613,255,69
train_4614,661,116
train_4615,769,141
train_4616,496,172
train_4617,282,61
train_4618,965,186
train_4619,695,128
train_4620,1298,238
train_4621,368,90
train_4622,560,89
train_4623,517,140
train_4624,833,182
train_4625,283,47
train_4626,1279,143
train_4627,503,94
train_4628,816,167
train_4629,515,83
train_4630,732,162
train_4631,1369,233
train_4632,1935,396
train_4633,517,190
train_4634,232,76
train_4635,229,67
train_4636,568,183
train_4637,530,99
train_4638,767,261
train_4639,437,97
train_4640,1730,217
train_4641,1801,375
train_4642,806,183
train_4643,474,93
train_4644,782,167
train_4645,744,179
train_4646,1083,238
train_4647,273,43
train_4648,521,113
train_4649,742,162
train_4650,853,138
train_4651,862,191
train_4652,888,137
train_4653,476,142
train_4654,1066,148
train_4655,692,146
train_4656,356,60
train_4657,1006,174
train_4658,488,110
train_4659,944,192
train_4660,674,86
train_4661,622,109
train_4662,412,75
train_4663,663,138
train_4664,579,92
train_4665,470,59
train_4666,315,63
train_4667,452,92
train_4668,629,97
train_4669,690,148
train_4670,296,63
train_4671,1303,261
train_4672,847,171
train_4673,421,104
train_4674,741,160
train_4675,380,54
train_4676,618,84
train_4677,568,107
train_4678,296,66
train_4679,552,113
train_4680,790,133
train_4681,645,88
train_4682,225,51
train_4683,831,138
train_4684,1225,211
train_4685,3265,459
train_4686,575,111
train_4687,1232,172
train_4688,1014,193
train_4689,802,129
train_4690,530,115
train_4691,319,89
train_4692,725,149
train_4693,866,140
train_4694,965,186
train_4695,477,107
train_4696,632,124
train_4697,1158,178
train_4698,1067,209
train_4699,1129,190
train_4700,504,81
train_4701,693,134
train_4702,992,183
train_4703,325,108
train_4704,789,104
train_4705,834,116
train_4706,466,101
train_4707,594,114
train_4708,771,177
train_4709,364,148
train_4710,813,106
train_4711,1176,200
train_4712,1491,158
train_4713,428,86
train_4714,251,107
train_4715,840,87
train_4716,369,124
train_4717,546,69
train_4718,565,129
train_4719,482,75
train_4720,620,114
train_4721,590,113
train_4722,501,122
train_4723,1052,148
train_4724,4114,311
train_4725,329,130
train_4726,740,86
train_4727,516,105
train_4728,428,125
train_4729,647,172
train_4730,230,83
train_4731,585,108
train_4732,787,143
train_4733,1222,158
train_4734,592,212
train_4735,717,140
train_4736,294,95
train_4737,438,113
train_4738,707,139
train_4739,1033,165
train_4740,339,72
train_4741,1434,139
train_4742,214,60
train_4743,361,109
train_4744,1160,157
train_4745,517,94
train_4746,767,194
train_4747,981,140
train_4748,964,89
train_4749,1057,157
train_4750,1293,127
train_4751,463,89
train_4752,545,149
train_4753,1094,279
train_4754,411,123
train_4755,572,106
train_4756,489,125
train_4757,924,172
train_4758,519,118
train_4759,367,71
train_4760,758,150
train_4761,782,168
train_4762,513,130
train_4763,782,123
train_4764,337,107
train_4765,437,83
train_4766,733,129
train_4767,315,80
train_4768,460,97
train_4769,1173,235
train_4770,404,91
train_4771,567,118
train_4772,1084,157
train_4773,1025,222
train_4774,886,157
train_4775,1140,154
train_4776,551,97
train_4777,1421,244
train_4778,739,197
train_4779,760,168
train_4780,1636,193
train_4781,776,133
train_4782,567,91
train_4783,1090,190
train_4784,1151,217
train_4785,1628,298
train_4786,672,114
train_4787,1109,206
train_4788,901,149
train_4789,1017,210
train_4790,226,69
train_4791,485,105
train_4792,733,146
train_4793,699,132
train_4794,648,122
train_4795,777,194
train_4796,769,155
train_4797,885,186
train_4798,637,159
train_4799,648,99
train_4800,328,123
train_4801,1250,286
train_4802,520,154
train_4803,801,157
train_4804,570,158
train_4805,784,190
train_4806,345,77
train_4807,523,134
train_4808,692,90
train_4809,598,93
train_4810,372,86
train_4811,613,131
train_4812,1408,251
train_4813,528,86
train_4814,1104,240
train_4815,1160,201
train_4816,863,145
train_4817,1173,239
train_4818,312,94
train_4819,641,132
train_4820,552,71
train_4821,1053,189
train_4822,701,175
train_4823,1222,252
train_4824,365,92
train_4825,360,71
train_4826,327,104
train_4827,1886,346
train_4828,1096,169
train_4829,920,148
train_4830,397,142
